index,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Region,Activity Type Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Price_Category,GEO_Summary
4471,200809,BelAir Airlines,BBB,BelAir Airlines,BBB,Europe,Deplaned,Terminal 1,A,505,Deplaned,505,2008,September,First class,Domestic
4472,200809,BelAir Airlines,BBB,BelAir Airlines,BBB,Europe,Enplaned,Terminal 4,A,321,Enplaned,321,2008,September,Business,International
4473,200809,British Airways,BA,British Airways,BA,Europe,Deplaned,International,A,18134,Deplaned,18134,2008,September,Economy,International
4474,200809,British Airways,BA,British Airways,BA,Europe,Enplaned,International,A,18792,Enplaned,18792,2008,September,Business,Domestic
4475,200809,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,International,A,15849,Deplaned,15849,2008,September,First class,International
4476,200809,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,International,A,15320,Enplaned,15320,2008,September,First class,International
4477,200809,China Airlines,CI,China Airlines,CI,Asia,Deplaned,Terminal 4,A,7564,Deplaned,7564,2008,September,First class,International
4478,200809,China Airlines,CI,China Airlines,CI,Asia,Enplaned,International,A,7430,Enplaned,7430,2008,September,First class,International
4479,200809,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,International,C,65409,Deplaned,65409,2008,September,Business,Domestic
4480,200809,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,Terminal 3,C,66642,Enplaned,66642,2008,September,Business,Domestic
4481,200809,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,International,G,10063,Deplaned,10063,2008,September,First class,Domestic
4482,200809,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,International,G,10490,Enplaned,10490,2008,September,First class,Domestic
4483,200809,ExpressJet Airlines,XE,Delta Air Lines,DL,US,Deplaned,Terminal 3,C,125,Deplaned,125,2008,September,Economy,Domestic
4484,200809,ExpressJet Airlines,XE,Delta Air Lines,DL,US,Enplaned,International,C,192,Enplaned,192,2008,September,Business,Domestic
4485,200809,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,Terminal 4,C,14506,Deplaned,14506,2008,September,First class,Domestic
4486,200809,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,Terminal 4,C,13694,Enplaned,13694,2008,September,First class,Domestic
4487,200809,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,Terminal 1,C,6939,Deplaned,6939,2008,September,First class,Domestic
4488,200809,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,Terminal 2,C,6505,Enplaned,6505,2008,September,First class,Domestic
4489,200809,Horizon Air ,QX,Alaska Airlines,AS,US,Deplaned,International,B,3357,Deplaned,3357,2008,September,Business,International
4490,200809,Horizon Air ,QX,Alaska Airlines,AS,US,Enplaned,International,B,3007,Enplaned,3007,2008,September,Business,Domestic
4491,200809,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,Terminal 3,A,6664,Deplaned,6664,2008,September,First class,International
4492,200809,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,International,A,6528,Enplaned,6528,2008,September,Business,Domestic
4493,200809,Jet Airways,9W,Jet Airways,9W,Asia,Deplaned,Terminal 4,A,4426,Deplaned,4426,2008,September,First class,Domestic
4494,200809,Jet Airways,9W,Jet Airways,9W,Asia,Enplaned,Terminal 4,A,3273,Enplaned,3273,2008,September,Business,International
4495,200809,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Deplaned,Terminal 1,A,15120,Deplaned,15120,2008,September,Economy,International
4496,200809,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Enplaned,International,A,15139,Enplaned,15139,2008,September,First class,Domestic
4497,200809,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,International,A,12434,Deplaned,12434,2008,September,Business,International
4498,200809,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,International,A,12290,Enplaned,12290,2008,September,First class,International
4499,200809,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,International,A,4264,Deplaned,4264,2008,September,First class,Domestic
4500,200809,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,International,A,4200,Enplaned,4200,2008,September,Business,International
4501,200809,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,Terminal 2,G,17530,Deplaned,17530,2008,September,Business,International
4502,200809,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Enplaned,Terminal 3,G,18299,Enplaned,18299,2008,September,First class,Domestic
4503,200809,Mexicana Airlines,MX,Mexicana Airlines,MX,Mexico,Deplaned,Terminal 3,G,6587,Deplaned,6587,2008,September,Business,International
4504,200809,Mexicana Airlines,MX,Mexicana Airlines,MX,Mexico,Enplaned,Terminal 2,G,6925,Enplaned,6925,2008,September,Business,Domestic
4505,200809,Midwest Airlines,YX,Midwest Airlines,YX,US,Deplaned,International,E,2772,Deplaned,2772,2008,September,Economy,International
4506,200809,Midwest Airlines,YX,Midwest Airlines,YX,US,Enplaned,Terminal 2,E,2889,Enplaned,2889,2008,September,First class,Domestic
4507,200809,Northwest Airlines,NW,Northwest Airlines,NW,US,Deplaned,Terminal 4,C,49239,Deplaned,49239,2008,September,Business,Domestic
4508,200809,Northwest Airlines,NW,Northwest Airlines,NW,US,Enplaned,Terminal 4,C,49054,Enplaned,49054,2008,September,First class,International
4509,200809,Northwest Airlines,NW,Northwest Airlines,NW,US,Thru / Transit,Terminal 4,C,382,Thru / Transit * 2,764,2008,September,First class,Domestic
4510,200809,Northwest Airlines,NW,Northwest Airlines,NW,Asia,Deplaned,International,A,6722,Deplaned,6722,2008,September,First class,Domestic
4511,200809,Northwest Airlines,NW,Northwest Airlines,NW,Asia,Enplaned,International,A,6695,Enplaned,6695,2008,September,Business,Domestic
4512,200809,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Deplaned,Terminal 2,A,8663,Deplaned,8663,2008,September,Economy,Domestic
4513,200809,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Enplaned,Terminal 2,A,7541,Enplaned,7541,2008,September,First class,Domestic
4514,200809,Qantas Airways,QF,Qantas Airways,QF,Australia / Oceania,Deplaned,Terminal 4,A,4482,Deplaned,4482,2008,September,Business,Domestic
4515,200809,Qantas Airways,QF,Qantas Airways,QF,Australia / Oceania,Enplaned,Terminal 2,A,6253,Enplaned,6253,2008,September,First class,Domestic
4516,200809,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Deplaned,Terminal 1,G,13740,Deplaned,13740,2008,September,Business,International
4517,200809,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Enplaned,International,G,12226,Enplaned,12226,2008,September,Business,International
4518,200809,SkyWest Airlines,OO,Delta Air Lines,DL,US,Deplaned,Terminal 1,C,9421,Deplaned,9421,2008,September,Business,Domestic
4519,200809,SkyWest Airlines,OO,Delta Air Lines,DL,US,Enplaned,International,C,9209,Enplaned,9209,2008,September,Business,International
4520,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 2,F,90743,Deplaned,90743,2008,September,Business,Domestic
4521,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 4,F,87944,Enplaned,87944,2008,September,First class,International
4522,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,International,G,1443,Deplaned,1443,2008,September,Economy,Domestic
4523,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 1,F,9054,Deplaned,9054,2008,September,First class,International
4524,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,Terminal 1,F,10752,Enplaned,10752,2008,September,Business,Domestic
4525,200809,Southwest Airlines,WN,Southwest Airlines,WN,US,Deplaned,International,B,89266,Deplaned,89266,2008,September,First class,International
4526,200809,Southwest Airlines,WN,Southwest Airlines,WN,US,Enplaned,International,B,87757,Enplaned,87757,2008,September,First class,Domestic
4527,200809,Southwest Airlines,WN,Southwest Airlines,WN,US,Thru / Transit,International,B,14,Thru / Transit * 2,28,2008,September,Economy,International
4528,200809,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Deplaned,International,B,599,Deplaned,599,2008,September,Economy,Domestic
4529,200809,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Enplaned,Terminal 4,B,724,Enplaned,724,2008,September,First class,Domestic
4530,200809,TACA,TA,TACA,TA,Central America,Deplaned,Terminal 1,A,4005,Deplaned,4005,2008,September,First class,International
4531,200809,TACA,TA,TACA,TA,Central America,Enplaned,Terminal 1,A,3615,Enplaned,3615,2008,September,First class,Domestic
4532,200809,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 1,B,73858,Deplaned,73858,2008,September,First class,Domestic
4533,200809,US Airways,US ,US Airways,US ,US,Enplaned,International,B,74375,Enplaned,74375,2008,September,Business,Domestic
4534,200809,United Airlines,UA,United Airlines,UA,US,Deplaned,International,B,53331,Deplaned,53331,2008,September,First class,Domestic
4535,200809,United Airlines,UA,United Airlines,UA,US,Enplaned,Terminal 4,B,53820,Enplaned,53820,2008,September,First class,International
4536,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 3,G,6883,Deplaned,6883,2008,September,Business,International
4537,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,G,2712,Enplaned,2712,2008,September,First class,Domestic
4538,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 3,E,19500,Deplaned,19500,2008,September,First class,International
4539,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,E,20046,Enplaned,20046,2008,September,First class,International
4540,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,International,E,209,Thru / Transit * 2,418,2008,September,Business,International
4541,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,F,39624,Deplaned,39624,2008,September,First class,International
4542,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 2,F,330863,Deplaned,330863,2008,September,First class,International
4543,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 3,F,38666,Enplaned,38666,2008,September,First class,Domestic
4544,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 4,F,342206,Enplaned,342206,2008,September,Economy,Domestic
4545,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,Terminal 4,F,3976,Thru / Transit * 2,7952,2008,September,First class,International
4546,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Deplaned,Terminal 1,G,64209,Deplaned,64209,2008,September,Economy,International
4547,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Enplaned,International,G,59045,Enplaned,59045,2008,September,Business,International
4548,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Thru / Transit,Terminal 2,G,2477,Thru / Transit * 2,4954,2008,September,Economy,International
4549,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Deplaned,Terminal 3,G,5920,Deplaned,5920,2008,September,Business,Domestic
4550,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Enplaned,International,G,5670,Enplaned,5670,2008,September,First class,Domestic
4551,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Thru / Transit,Terminal 4,G,621,Thru / Transit * 2,1242,2008,September,First class,Domestic
4552,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 2,F,14223,Deplaned,14223,2008,September,Economy,International
4553,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,International,F,16061,Enplaned,16061,2008,September,Economy,International
4554,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Deplaned,International,G,32926,Deplaned,32926,2008,September,Economy,International
4555,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Enplaned,Terminal 1,G,34659,Enplaned,34659,2008,September,Economy,Domestic
4556,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Thru / Transit,Terminal 2,G,363,Thru / Transit * 2,726,2008,September,Business,Domestic
4557,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Deplaned,Terminal 1,G,3384,Deplaned,3384,2008,September,First class,Domestic
4558,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Enplaned,International,G,3211,Enplaned,3211,2008,September,First class,International
4559,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Thru / Transit,Terminal 4,G,74,Thru / Transit * 2,148,2008,September,First class,Domestic
4560,200809,Virgin America,VX,Virgin America,VX,US,Deplaned,Terminal 3,A,80429,Deplaned,80429,2008,September,Economy,Domestic
4561,200809,Virgin America,VX,Virgin America,VX,US,Enplaned,International,A,80762,Enplaned,80762,2008,September,Business,Domestic
4562,200809,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Deplaned,Terminal 1,A,9879,Deplaned,9879,2008,September,Economy,Domestic
4563,200809,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Enplaned,International,A,10075,Enplaned,10075,2008,September,Economy,International
4564,200810,Aer Lingus,EI,Aer Lingus,EI,Europe,Deplaned,Terminal 4,A,4335,Deplaned,4335,2008,October,First class,International
4565,200810,Aer Lingus,EI,Aer Lingus,EI,Europe,Enplaned,International,A,4197,Enplaned,4197,2008,October,Business,Domestic
4566,200810,Air Canada ,AC,Air Canada ,AC,Canada,Deplaned,Terminal 3,E,22245,Deplaned,22245,2008,October,First class,International
4567,200810,Air Canada ,AC,Air Canada ,AC,Canada,Enplaned,International,E,20419,Enplaned,20419,2008,October,First class,International
4568,200810,Air China,CA,Air China,CA,Asia,Deplaned,International,G,5936,Deplaned,5936,2008,October,First class,Domestic
4569,200810,Air China,CA,Air China,CA,Asia,Enplaned,International,G,6801,Enplaned,6801,2008,October,Business,Domestic
4570,200810,Air France,AF,Air France,AF,Europe,Deplaned,International,A,11273,Deplaned,11273,2008,October,Business,Domestic
4571,200810,Air France,AF,Air France,AF,Europe,Enplaned,International,A,12120,Enplaned,12120,2008,October,Business,Domestic
4572,200810,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Deplaned,International,G,5265,Deplaned,5265,2008,October,First class,International
4573,200810,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Enplaned,Terminal 3,G,8957,Enplaned,8957,2008,October,Business,Domestic
4574,200810,AirTran Airways,FL,AirTran Airways,FL,US,Deplaned,Terminal 3,B,6790,Deplaned,6790,2008,October,First class,International
4575,200810,AirTran Airways,FL,AirTran Airways,FL,US,Enplaned,Terminal 4,B,6443,Enplaned,6443,2008,October,Business,Domestic
4576,200810,Alaska Airlines,AS,Alaska Airlines,AS,US,Deplaned,International,B,41823,Deplaned,41823,2008,October,Business,International
4577,200810,Alaska Airlines,AS,Alaska Airlines,AS,US,Enplaned,International,B,41761,Enplaned,41761,2008,October,Business,Domestic
4578,200810,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Deplaned,International,A,7755,Deplaned,7755,2008,October,First class,International
4579,200810,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Enplaned,International,A,8124,Enplaned,8124,2008,October,First class,International
4580,200810,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Deplaned,Terminal 4,G,5855,Deplaned,5855,2008,October,Economy,Domestic
4581,200810,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Enplaned,International,G,5941,Enplaned,5941,2008,October,Business,International
4582,200810,Allegiant Air,G4,Allegiant Air,G4,US,Deplaned,International,B,1274,Deplaned,1274,2008,October,First class,Domestic
4583,200810,Allegiant Air,G4,Allegiant Air,G4,US,Enplaned,International,B,1249,Enplaned,1249,2008,October,First class,International
4584,200810,American Airlines,AA,American Airlines,AA,US,Deplaned,Terminal 4,E,147963,Deplaned,147963,2008,October,First class,International
4585,200810,American Airlines,AA,American Airlines,AA,US,Enplaned,International,E,147346,Enplaned,147346,2008,October,First class,Domestic
4586,200810,American Eagle Airlines,MQ,American Airlines,AA,US,Deplaned,International,E,4345,Deplaned,4345,2008,October,Economy,International
4587,200810,American Eagle Airlines,MQ,American Airlines,AA,US,Enplaned,International,E,3961,Enplaned,3961,2008,October,First class,International
4588,200810,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Deplaned,Terminal 2,A,4465,Deplaned,4465,2008,October,First class,International
4589,200810,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Enplaned,Terminal 4,A,5019,Enplaned,5019,2008,October,Economy,Domestic
4590,200810,British Airways,BA,British Airways,BA,Europe,Deplaned,Terminal 2,A,17805,Deplaned,17805,2008,October,First class,International
4591,200810,British Airways,BA,British Airways,BA,Europe,Enplaned,International,A,19232,Enplaned,19232,2008,October,Business,Domestic
4592,200810,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,Terminal 4,A,14645,Deplaned,14645,2008,October,Business,International
4593,200810,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,International,A,20077,Enplaned,20077,2008,October,First class,International
4594,200810,China Airlines,CI,China Airlines,CI,Asia,Deplaned,Terminal 2,A,7543,Deplaned,7543,2008,October,First class,Domestic
4595,200810,China Airlines,CI,China Airlines,CI,Asia,Enplaned,Terminal 3,A,8953,Enplaned,8953,2008,October,Business,International
4596,200810,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,International,C,66267,Deplaned,66267,2008,October,First class,Domestic
4597,200810,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,Terminal 4,C,67025,Enplaned,67025,2008,October,Business,International
4598,200810,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,Terminal 3,G,10374,Deplaned,10374,2008,October,First class,International
4599,200810,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,Terminal 4,G,12518,Enplaned,12518,2008,October,First class,Domestic
4600,200810,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,Terminal 2,C,14132,Deplaned,14132,2008,October,First class,International
4601,200810,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,Terminal 4,C,13757,Enplaned,13757,2008,October,First class,Domestic
4602,200810,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,International,C,7103,Deplaned,7103,2008,October,First class,Domestic
4603,200810,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,Terminal 3,C,7391,Enplaned,7391,2008,October,First class,Domestic
4604,200810,Horizon Air ,QX,Alaska Airlines,AS,US,Deplaned,Terminal 2,B,3314,Deplaned,3314,2008,October,First class,International
4605,200810,Horizon Air ,QX,Alaska Airlines,AS,US,Enplaned,International,B,2969,Enplaned,2969,2008,October,Economy,Domestic
4606,200810,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,Terminal 4,A,6404,Deplaned,6404,2008,October,First class,International
4607,200810,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,Terminal 2,A,6750,Enplaned,6750,2008,October,First class,International
4608,200810,Jet Airways,9W,Jet Airways,9W,Asia,Deplaned,International,A,4460,Deplaned,4460,2008,October,First class,Domestic
4609,200810,Jet Airways,9W,Jet Airways,9W,Asia,Enplaned,Terminal 3,A,3143,Enplaned,3143,2008,October,Business,International
4610,200810,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Deplaned,International,A,14084,Deplaned,14084,2008,October,Business,Domestic
4611,200810,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Enplaned,Terminal 4,A,13735,Enplaned,13735,2008,October,First class,Domestic
4612,200810,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,Terminal 4,A,12120,Deplaned,12120,2008,October,Economy,Domestic
4613,200810,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,Terminal 3,A,12038,Enplaned,12038,2008,October,Business,Domestic
4614,200810,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,Terminal 3,A,3419,Deplaned,3419,2008,October,Business,International
4615,200810,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,International,A,4263,Enplaned,4263,2008,October,First class,International
4616,200810,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,International,G,18231,Deplaned,18231,2008,October,Economy,Domestic
4617,200810,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Enplaned,Terminal 4,G,17829,Enplaned,17829,2008,October,Economy,Domestic
4618,200810,Mexicana Airlines,MX,Mexicana Airlines,MX,Mexico,Deplaned,Terminal 3,G,7195,Deplaned,7195,2008,October,First class,International
4619,200810,Mexicana Airlines,MX,Mexicana Airlines,MX,Mexico,Enplaned,International,G,7751,Enplaned,7751,2008,October,First class,International
4620,200810,Midwest Airlines,YX,Midwest Airlines,YX,US,Deplaned,Terminal 3,E,2060,Deplaned,2060,2008,October,First class,Domestic
4621,200810,Midwest Airlines,YX,Midwest Airlines,YX,US,Enplaned,International,E,2060,Enplaned,2060,2008,October,Business,International
4622,200810,Northwest Airlines,NW,Northwest Airlines,NW,US,Deplaned,International,C,51060,Deplaned,51060,2008,October,First class,International
4623,200810,Northwest Airlines,NW,Northwest Airlines,NW,US,Enplaned,International,C,51506,Enplaned,51506,2008,October,First class,International
4624,200810,Northwest Airlines,NW,Northwest Airlines,NW,US,Thru / Transit,International,C,483,Thru / Transit * 2,966,2008,October,Business,International
4625,200810,Northwest Airlines,NW,Northwest Airlines,NW,Asia,Deplaned,International,A,6285,Deplaned,6285,2008,October,First class,Domestic
4626,200810,Northwest Airlines,NW,Northwest Airlines,NW,Asia,Enplaned,International,A,6966,Enplaned,6966,2008,October,Business,International
4627,200810,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Deplaned,Terminal 4,A,8722,Deplaned,8722,2008,October,First class,Domestic
4628,200810,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Enplaned,International,A,9936,Enplaned,9936,2008,October,Business,Domestic
4629,200810,Qantas Airways,QF,Qantas Airways,QF,Australia / Oceania,Deplaned,Terminal 3,A,4375,Deplaned,4375,2008,October,First class,Domestic
4630,200810,Qantas Airways,QF,Qantas Airways,QF,Australia / Oceania,Enplaned,Terminal 1,A,5682,Enplaned,5682,2008,October,Business,Domestic
4631,200810,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Deplaned,Terminal 3,G,11881,Deplaned,11881,2008,October,Economy,International
4632,200810,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Enplaned,Terminal 3,G,15592,Enplaned,15592,2008,October,Business,International
4633,200810,SkyWest Airlines,OO,Delta Air Lines,DL,US,Deplaned,Terminal 1,C,10560,Deplaned,10560,2008,October,Business,Domestic
4634,200810,SkyWest Airlines,OO,Delta Air Lines,DL,US,Enplaned,Terminal 3,C,10278,Enplaned,10278,2008,October,First class,International
4635,200810,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Deplaned,International,F,95525,Deplaned,95525,2008,October,Business,Domestic
4636,200810,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,F,93312,Enplaned,93312,2008,October,Economy,Domestic
4637,200810,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,International,G,1659,Deplaned,1659,2008,October,First class,Domestic
4638,200810,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 4,F,10918,Deplaned,10918,2008,October,First class,Domestic
4639,200810,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,Terminal 3,F,11387,Enplaned,11387,2008,October,First class,Domestic
4640,200810,Southwest Airlines,WN,Southwest Airlines,WN,US,Deplaned,International,B,102549,Deplaned,102549,2008,October,First class,International
4641,200810,Southwest Airlines,WN,Southwest Airlines,WN,US,Enplaned,International,B,102339,Enplaned,102339,2008,October,Economy,Domestic
4642,200810,Southwest Airlines,WN,Southwest Airlines,WN,US,Thru / Transit,Terminal 3,B,10,Thru / Transit * 2,20,2008,October,Business,Domestic
4643,200810,TACA,TA,TACA,TA,Central America,Deplaned,Terminal 4,A,3721,Deplaned,3721,2008,October,First class,International
4644,200810,TACA,TA,TACA,TA,Central America,Enplaned,International,A,4265,Enplaned,4265,2008,October,First class,Domestic
4645,200810,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 3,B,73858,Deplaned,73858,2008,October,First class,International
4646,200810,US Airways,US ,US Airways,US ,US,Enplaned,Terminal 4,B,74375,Enplaned,74375,2008,October,Business,International
4647,200810,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 4,B,58827,Deplaned,58827,2008,October,First class,Domestic
4648,200810,United Airlines,UA,United Airlines,UA,US,Enplaned,Terminal 2,B,59098,Enplaned,59098,2008,October,Economy,Domestic
4649,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 3,G,5765,Deplaned,5765,2008,October,Business,International
4650,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 1,G,3561,Enplaned,3561,2008,October,Economy,Domestic
4651,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 1,E,20851,Deplaned,20851,2008,October,Business,Domestic
4652,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,E,20786,Enplaned,20786,2008,October,Business,Domestic
4653,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,Terminal 3,E,138,Thru / Transit * 2,276,2008,October,First class,International
4654,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,F,41947,Deplaned,41947,2008,October,First class,Domestic
4655,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,F,354222,Deplaned,354222,2008,October,First class,Domestic
4656,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 2,F,42018,Enplaned,42018,2008,October,First class,Domestic
4657,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 2,F,352917,Enplaned,352917,2008,October,First class,International
4658,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,Terminal 3,F,4442,Thru / Transit * 2,8884,2008,October,Business,International
4659,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Deplaned,Terminal 2,G,59867,Deplaned,59867,2008,October,Economy,International
4660,200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Enplaned,Terminal 4,G,66927,Enplaned,66927,2008,October,First class,International
